id,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capitalgain,capitalloss,hoursperweek,native-country,class
239,2,Private,100,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,United-States,>50K
240,2,Self-emp-not-inc,100,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,0,United-States,<=50K
241,0,State-gov,100,Assoc-acdm,12,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,3,United-States,<=50K
242,0,Private,100,Some-college,10,Never-married,Prof-specialty,Own-child,White,Male,0,0,0,United-States,<=50K
243,2,Private,100,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,0,2,2,United-States,<=50K
244,4,Private,100,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,1,United-States,<=50K
245,4,Private,100,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,2,United-States,>50K
246,1,Private,100,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,1,United-States,<=50K
247,2,Private,100,Assoc-acdm,12,Married-civ-spouse,Tech-support,Husband,White,Male,0,3,3,United-States,>50K
248,2,Private,100,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,2,United-States,<=50K
249,2,Private,100,Prof-school,15,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,2,United-States,>50K
250,2,Private,100,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0,0,2,United-States,<=50K
251,4,Local-gov,100,10th,6,Widowed,Other-service,Unmarried,Black,Female,0,0,1,United-States,<=50K
252,0,Local-gov,100,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,2,United-States,<=50K
253,4,Private,100,Some-college,10,Never-married,Transport-moving,Not-in-family,White,Male,0,0,0,United-States,<=50K
254,2,Self-emp-not-inc,100,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,Asian-Pac-Islander,Male,0,0,2,Cambodia,>50K
255,0,Private,100,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,2,United-States,<=50K
256,1,Private,100,HS-grad,9,Separated,Other-service,Not-in-family,White,Female,0,0,1,United-States,<=50K
257,2,Private,100,Assoc-voc,11,Widowed,Exec-managerial,Not-in-family,White,Female,0,0,2,United-States,<=50K
258,3,Private,100,7th-8th,4,Divorced,Craft-repair,Not-in-family,White,Male,0,0,2,United-States,<=50K
259,2,Private,100,Bachelors,13,Divorced,Prof-specialty,Own-child,White,Female,0,0,2,United-States,<=50K
260,2,Private,100,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,3,United-States,<=50K
261,0,Private,100,11th,7,Never-married,Other-service,Own-child,White,Male,0,0,0,United-States,<=50K
262,4,Private,100,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,2,0,2,United-States,<=50K
263,1,Private,100,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
264,2,Self-emp-inc,100,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,4,Thailand,>50K
265,0,Private,100,Some-college,10,Never-married,Prof-specialty,Own-child,White,Male,0,0,1,Canada,<=50K
266,4,Private,100,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,>50K
267,1,Private,100,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,2,United-States,<=50K
268,1,Private,100,HS-grad,9,Married-civ-spouse,Craft-repair,Wife,White,Female,0,0,2,United-States,>50K
269,0,Private,100,9th,5,Never-married,Other-service,Own-child,White,Male,1,0,1,United-States,<=50K
270,3,Self-emp-not-inc,100,Masters,14,Married-civ-spouse,Farming-fishing,Husband,White,Male,1,0,4,United-States,<=50K
271,1,Local-gov,100,Masters,14,Never-married,Prof-specialty,Own-child,White,Male,0,0,1,United-States,<=50K
272,1,Private,100,HS-grad,9,Divorced,Prof-specialty,Own-child,White,Female,0,0,2,United-States,<=50K
273,2,Private,100,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,2,United-States,<=50K
274,2,Private,100,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,2,0,2,United-States,>50K
275,1,Private,100,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,2,United-States,<=50K
276,0,Private,100,Some-college,10,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,2,0,3,United-States,>50K
277,0,Private,100,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,0,Germany,<=50K
278,2,Local-gov,100,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,2,0,2,United-States,>50K
279,1,Private,100,Assoc-acdm,12,Divorced,Sales,Unmarried,Black,Female,0,0,2,United-States,<=50K
280,4,Private,100,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,2,United-States,<=50K
281,0,Private,100,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,2,United-States,<=50K
282,4,Federal-gov,100,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,4,0,2,United-States,>50K
283,2,Private,100,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,3,United-States,>50K
284,3,Private,100,Some-college,10,Divorced,Other-service,Not-in-family,White,Male,0,0,2,United-States,<=50K
285,0,Private,100,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,2,United-States,<=50K
286,3,Private,100,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,Ecuador,<=50K
287,2,Private,100,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,United-States,<=50K
288,1,Private,100,HS-grad,9,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,2,United-States,<=50K
289,1,Local-gov,100,Bachelors,13,Never-married,Protective-serv,Not-in-family,White,Male,0,0,3,United-States,<=50K
290,0,Private,100,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,2,United-States,<=50K
291,1,Private,100,Bachelors,13,Never-married,Tech-support,Unmarried,Black,Female,0,0,2,United-States,<=50K
292,4,Private,100,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,0,United-States,<=50K
293,2,Self-emp-inc,100,Bachelors,13,Divorced,Sales,Not-in-family,White,Female,0,0,3,United-States,<=50K
294,2,Private,100,Masters,14,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female,1,0,2,United-States,<=50K
295,2,Private,100,HS-grad,9,Divorced,Sales,Not-in-family,White,Male,0,0,4,United-States,<=50K
296,3,Private,100,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,3,0,2,United-States,>50K
297,0,Private,100,Some-college,10,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Female,0,0,1,United-States,<=50K
298,1,Private,100,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,2,United-States,>50K
299,3,Private,100,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,2,0,2,United-States,>50K
300,0,Private,100,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,Female,0,0,2,Laos,<=50K
301,2,Private,100,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,2,United-States,<=50K
302,1,Private,100,Assoc-acdm,12,Never-married,Tech-support,Not-in-family,White,Male,0,0,2,United-States,<=50K
303,3,Private,100,Assoc-acdm,12,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,1,United-States,<=50K
304,2,Self-emp-inc,100,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,3,United-States,>50K
305,1,Private,100,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,2,United-States,<=50K
306,1,Private,100,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,2,0,1,Taiwan,>50K
307,0,Private,100,Some-college,10,Never-married,Prof-specialty,Own-child,Black,Female,0,0,1,United-States,<=50K
308,2,Self-emp-not-inc,100,Bachelors,13,Divorced,Prof-specialty,Not-in-family,Black,Female,0,0,2,United-States,>50K
309,4,Self-emp-not-inc,100,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,2,United-States,<=50K
310,0,Private,100,5th-6th,3,Married-civ-spouse,Machine-op-inspct,Other-relative,White,Female,0,0,2,Mexico,<=50K
311,1,Private,100,Some-college,10,Never-married,Tech-support,Not-in-family,White,Female,0,0,2,United-States,<=50K
312,4,Private,100,HS-grad,9,Widowed,Other-service,Not-in-family,White,Female,0,0,1,United-States,<=50K
313,2,Self-emp-not-inc,100,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,<=50K
314,2,Private,100,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1,3,United-States,<=50K
315,1,Private,100,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,2,United-States,<=50K
316,1,Private,100,11th,7,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,2,United-States,<=50K
317,4,Self-emp-not-inc,100,Masters,14,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0,United-States,<=50K
318,4,Self-emp-not-inc,100,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,2,United-States,<=50K
319,0,Private,100,Assoc-voc,11,Never-married,Prof-specialty,Own-child,Black,Female,0,0,0,United-States,<=50K
320,2,Private,100,Some-college,10,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,2,3,United-States,>50K
321,4,Self-emp-not-inc,100,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,2,United-States,<=50K
322,4,Private,100,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,1,0,3,United-States,<=50K
323,2,Private,100,Some-college,10,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,2,United-States,<=50K
324,1,Private,100,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,2,United-States,<=50K
325,3,Private,100,Assoc-voc,11,Never-married,Other-service,Not-in-family,White,Male,0,0,2,United-States,<=50K
326,3,Local-gov,100,10th,6,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,2,United-States,<=50K
327,0,Private,100,5th-6th,3,Never-married,Other-service,Other-relative,White,Male,0,0,3,Mexico,<=50K
328,1,Private,100,HS-grad,9,Never-married,Craft-repair,Other-relative,White,Male,0,0,2,United-States,<=50K
329,3,Private,100,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,3,United-States,<=50K
330,0,Private,100,HS-grad,9,Never-married,Sales,Unmarried,Black,Male,0,0,1,Haiti,<=50K
331,2,Private,100,HS-grad,9,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,2,United-States,<=50K
332,1,Private,100,Assoc-acdm,12,Never-married,Sales,Not-in-family,White,Male,0,0,2,United-States,<=50K
333,2,Private,100,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,2,0,2,United-States,>50K
334,2,State-gov,100,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,2,0,2,United-States,>50K
335,1,Private,100,HS-grad,9,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,0,United-States,<=50K
336,0,State-gov,100,Some-college,10,Never-married,Protective-serv,Own-child,Black,Female,0,0,2,United-States,<=50K
337,2,Self-emp-not-inc,100,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,2,United-States,<=50K
338,4,Private,100,11th,7,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0,United-States,<=50K
339,1,Private,100,Assoc-voc,11,Divorced,Prof-specialty,Unmarried,White,Female,0,0,2,United-States,<=50K
340,4,Private,100,Assoc-acdm,12,Married-spouse-absent,Other-service,Not-in-family,White,Male,0,0,1,Iran,<=50K
341,1,Private,100,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,0,0,1,United-States,<=50K
342,1,Private,100,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,>50K
343,1,Private,100,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,2,United-States,<=50K
344,3,Local-gov,100,11th,7,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,1,United-States,<=50K
345,4,Private,100,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,United-States,>50K
346,2,Federal-gov,100,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,2,United-States,>50K
347,4,Private,100,11th,7,Widowed,Other-service,Unmarried,Other,Male,0,0,2,United-States,<=50K
348,2,Private,100,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,2,United-States,>50K
349,2,Private,100,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,1,United-States,<=50K
350,1,Self-emp-not-inc,100,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,Portugal,<=50K
351,2,Private,100,10th,6,Married-civ-spouse,Other-service,Wife,White,Female,0,0,1,United-States,<=50K
352,4,Private,100,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,United-States,>50K
353,2,Private,100,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,2,United-States,<=50K
354,2,Private,100,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,1,2,United-States,>50K
355,0,Private,100,HS-grad,9,Married-spouse-absent,Sales,Not-in-family,White,Male,0,0,3,United-States,<=50K
356,1,Private,100,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
357,0,Private,100,Assoc-acdm,12,Never-married,Sales,Not-in-family,White,Female,0,0,0,United-States,<=50K
358,4,Private,100,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,2,United-States,>50K
359,2,Private,100,HS-grad,9,Divorced,Sales,Unmarried,White,Female,0,0,2,United-States,<=50K
360,1,Federal-gov,100,Some-college,10,Never-married,Adm-clerical,Unmarried,White,Female,0,0,0,United-States,<=50K
361,2,State-gov,100,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,2,United-States,>50K
362,2,Private,100,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,2,United-States,<=50K
363,2,Private,100,HS-grad,9,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,2,United-States,<=50K
364,0,Local-gov,100,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,0,United-States,<=50K
365,1,Private,100,HS-grad,9,Married-civ-spouse,Craft-repair,Wife,White,Female,0,0,2,United-States,<=50K
366,0,Private,100,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,2,United-States,<=50K
367,3,Self-emp-not-inc,100,Masters,14,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,1,United-States,<=50K
368,3,Private,100,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,2,United-States,<=50K
369,3,Private,100,5th-6th,3,Divorced,Craft-repair,Not-in-family,White,Female,0,4,2,United-States,<=50K
370,0,Private,100,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
371,3,Private,100,Some-college,10,Divorced,Sales,Not-in-family,White,Female,0,0,2,United-States,<=50K
372,2,Local-gov,100,Some-college,10,Married-civ-spouse,Transport-moving,Wife,White,Female,0,0,2,United-States,<=50K
373,0,Private,100,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,1,United-States,<=50K
374,1,Private,100,HS-grad,9,Separated,Machine-op-inspct,Not-in-family,White,Male,0,0,2,United-States,<=50K
375,2,Private,100,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,4,0,United-States,>50K
376,0,Private,100,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,0,United-States,<=50K
377,0,Private,100,HS-grad,9,Never-married,Other-service,Other-relative,White,Female,0,0,2,United-States,<=50K
378,1,Private,100,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,2,United-States,>50K
379,3,Self-emp-not-inc,100,Assoc-acdm,12,Separated,Craft-repair,Not-in-family,White,Male,0,0,2,United-States,<=50K
380,1,State-gov,100,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,3,0,2,United-States,>50K
381,2,Private,100,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,2,United-States,<=50K
382,2,Private,100,Some-college,10,Divorced,Handlers-cleaners,Unmarried,White,Female,0,0,2,United-States,<=50K
383,0,Private,100,HS-grad,9,Never-married,Prof-specialty,Other-relative,White,Female,0,0,1,United-States,<=50K
384,0,Private,100,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,3,United-States,>50K
385,3,Self-emp-inc,100,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,3,United-States,>50K
386,0,Private,100,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,2,United-States,<=50K
387,1,Private,100,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0,0,2,United-States,<=50K
388,3,State-gov,100,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,2,United-States,>50K
389,1,Private,100,Assoc-voc,11,Divorced,Tech-support,Not-in-family,White,Female,0,0,4,United-States,<=50K
390,1,Private,100,7th-8th,4,Married-civ-spouse,Handlers-cleaners,Husband,Other,Male,0,3,2,Puerto-Rico,<=50K
391,2,Private,100,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,3,4,United-States,>50K
392,1,Private,100,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,2,United-States,<=50K
393,3,Self-emp-not-inc,100,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,1,United-States,<=50K
394,1,Private,100,Some-college,10,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,2,2,United-States,>50K
395,1,Private,100,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,3,United-States,<=50K
396,2,Local-gov,100,Some-college,10,Divorced,Other-service,Not-in-family,Black,Female,0,0,1,United-States,<=50K
397,0,Private,100,HS-grad,9,Never-married,Handlers-cleaners,Unmarried,Black,Female,0,0,2,United-States,<=50K
398,1,Private,100,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Female,0,0,2,United-States,<=50K
399,3,Private,100,Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,4,0,3,United-States,>50K
400,1,State-gov,100,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,2,United-States,<=50K
401,1,Private,100,12th,8,Divorced,Craft-repair,Not-in-family,White,Male,0,0,3,United-States,>50K
402,3,Private,100,1st-4th,2,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,2,Mexico,<=50K
403,1,Private,100,11th,7,Never-married,Other-service,Own-child,White,Female,0,0,0,United-States,<=50K
404,1,Local-gov,100,11th,7,Separated,Machine-op-inspct,Not-in-family,Black,Male,0,0,2,United-States,<=50K
405,1,State-gov,100,HS-grad,9,Divorced,Transport-moving,Unmarried,White,Female,0,0,2,United-States,<=50K
406,0,Private,100,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,1,United-States,<=50K
407,0,Private,100,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,1,0,0,United-States,<=50K
408,1,State-gov,100,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,2,United-States,>50K
409,1,Private,100,HS-grad,9,Divorced,Farming-fishing,Not-in-family,White,Male,0,0,2,United-States,<=50K
410,1,Private,100,10th,6,Never-married,Craft-repair,Unmarried,White,Female,0,0,1,United-States,<=50K
411,0,Private,100,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,3,United-States,<=50K
412,2,Federal-gov,100,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,1,2,United-States,<=50K
413,0,Private,100,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,4,Dominican-Republic,<=50K
414,4,Self-emp-inc,100,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,>50K
415,3,Local-gov,100,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,United-States,<=50K
416,4,Private,100,HS-grad,9,Widowed,Prof-specialty,Not-in-family,White,Male,0,0,1,United-States,<=50K
